 Grade breakdown where there are fewer than five entries is not provided and is denoted with [c].,,,,,,,,,,,,,,,
Year,Area,Education_Authority,Centre Type,Centre ,Centre Name,Level,Title,Entries,A,B,C,AC,D,AD,NA
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745438,Denny High School,Advanced,Physical Education,19,1,9,5,78.9%,3,94.7%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745438,Denny High School,Advanced,Physics,2,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Administration and IT,40,1,7,16,60.0%,7,77.5%,9
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Applications of Mathematics,71,2,14,12,39.4%,16,62.0%,27
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Art and Design,29,17,10,2,100.0%,0,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Biology,38,8,7,13,73.7%,8,94.7%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Business Management,20,7,4,2,65.0%,4,85.0%,3
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Chemistry,26,16,5,2,88.5%,1,92.3%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Computing Science,17,7,4,5,94.1%,1,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Drama,22,15,4,1,90.9%,2,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Engineering Science,21,7,4,1,57.1%,3,71.4%,6
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,English,149,47,40,33,80.5%,21,94.6%,8
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,French,11,7,1,1,81.8%,1,90.9%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Geography,38,11,7,9,71.1%,10,97.4%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Graphic Communication,30,6,13,8,90.0%,2,96.7%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,History,38,16,11,5,84.2%,2,89.5%,4
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Mathematics,93,18,17,15,53.8%,23,78.5%,20
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Modern Studies,60,16,14,12,70.0%,13,91.7%,5
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Music,32,13,9,4,81.3%,2,87.5%,4
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Physical Education,62,28,26,6,96.8%,1,98.4%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Physics,35,12,10,6,80.0%,4,91.4%,3
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Practical Cake Craft,14,1,2,4,50.0%,5,85.7%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Practical Cookery,38,11,11,10,84.2%,4,94.7%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Practical Woodworking,26,7,9,7,88.5%,2,96.2%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,"Religious, Moral and Philosophical Studies",3,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,National 5,Spanish,38,9,9,9,71.1%,4,81.6%,7
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Accounting,1,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Administration and IT,30,4,7,9,66.7%,6,86.7%,4
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Art and Design,13,3,2,7,92.3%,1,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Biology,37,12,12,4,75.7%,8,97.3%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Business Management,13,3,4,4,84.6%,1,92.3%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Chemistry,22,9,6,3,81.8%,4,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Computing Science,2,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Dance,1,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Drama,5,1,1,2,80.0%,1,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Engineering Science,9,0,1,1,22.2%,3,55.6%,4
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,English,98,28,19,35,83.7%,11,94.9%,5
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,French,9,2,4,2,88.9%,0,88.9%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Geography,26,15,5,2,84.6%,1,88.5%,3
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Graphic Communication,23,3,8,8,82.6%,3,95.7%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,History,26,10,7,6,88.5%,1,92.3%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Mathematics,59,20,10,7,62.7%,10,79.7%,12
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Modern Studies,60,28,11,11,83.3%,5,91.7%,5
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Music,16,4,6,4,87.5%,2,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Photography,11,1,7,3,100.0%,0,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Physical Education,38,12,14,8,89.5%,3,97.4%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Physics,13,6,5,0,84.6%,2,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Psychology,25,7,7,7,84.0%,2,92.0%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,"Religious, Moral and Philosophical Studies",9,1,3,5,100.0%,0,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Higher,Spanish,4,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Advanced,Art and Design (Design),1,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Advanced,Art and Design (Expressive),3,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Advanced,Biology,5,1,2,1,80.0%,0,80.0%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Advanced,Chemistry,6,1,2,1,66.7%,1,83.3%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Advanced,English,8,2,2,0,50.0%,4,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Advanced,Geography,6,0,1,3,66.7%,1,83.3%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Advanced,Mathematics,10,2,3,3,80.0%,0,80.0%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Advanced,Modern Studies,10,4,3,3,100.0%,0,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Advanced,Music,7,3,1,1,71.4%,1,85.7%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5745632,Falkirk High School,Advanced,Spanish,2,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Administration and IT,25,11,5,5,84.0%,2,92.0%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Applications of Mathematics,65,9,9,13,47.7%,15,70.8%,19
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Art and Design,55,23,22,8,96.4%,2,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Biology,105,30,18,24,68.6%,15,82.9%,18
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Business Management,38,15,9,3,71.1%,9,94.7%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Chemistry,69,18,25,9,75.4%,9,88.4%,8
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Computing Science,12,3,1,4,66.7%,1,75.0%,3
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Design and Manufacture,18,4,4,8,88.9%,2,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Drama,18,8,5,2,83.3%,3,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,English,182,47,60,49,85.7%,21,97.3%,5
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,English for Speakers of Other Languages,3,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,French,24,7,7,3,70.8%,6,95.8%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Geography,28,8,6,6,71.4%,3,82.1%,5
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Graphic Communication,40,10,11,7,70.0%,5,82.5%,7
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,History,49,10,10,9,59.2%,8,75.5%,12
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Mathematics,120,29,24,30,69.2%,22,87.5%,15
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Media,13,3,2,1,46.2%,3,69.2%,4
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Modern Studies,63,17,15,14,73.0%,6,82.5%,11
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Music,31,21,5,4,96.8%,1,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Philosophy,3,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Physical Education,72,40,21,11,100.0%,0,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Physics,39,9,6,10,64.1%,4,74.4%,10
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Practical Cookery,37,15,15,6,97.3%,1,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Practical Metalworking,9,6,1,0,77.8%,1,88.9%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Practical Woodworking,29,11,7,6,82.8%,5,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,"Religious, Moral and Philosophical Studies",1,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,National 5,Spanish,19,5,5,3,68.4%,4,89.5%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Accounting,6,2,1,1,66.7%,0,66.7%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Administration and IT,31,10,8,8,83.9%,5,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Art and Design,1,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Biology,52,17,19,8,84.6%,5,94.2%,3
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Business Management,36,17,7,5,80.6%,5,94.4%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Chemistry,36,9,11,10,83.3%,3,91.7%,3
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Computing Science,7,3,1,1,71.4%,1,85.7%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Design and Manufacture,10,1,2,3,60.0%,3,90.0%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Drama,16,0,4,5,56.3%,6,93.8%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,English,121,22,35,32,73.6%,23,92.6%,9
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,English for Speakers of Other Languages,3,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,French,1,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Geography,12,3,1,3,58.3%,2,75.0%,3
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Graphic Communication,11,4,2,4,90.9%,1,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,History,27,2,6,5,48.1%,5,66.7%,9
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Mathematics,70,33,9,7,70.0%,8,81.4%,13
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Modern Studies,29,11,3,3,58.6%,8,86.2%,4
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Music,4,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Philosophy,18,1,0,3,22.2%,2,33.3%,12
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Photography,10,0,1,7,80.0%,1,90.0%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Physical Education,29,8,9,6,79.3%,5,96.6%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Physics,28,7,13,4,85.7%,2,92.9%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Politics,1,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,"Religious, Moral and Philosophical Studies",13,0,1,6,53.8%,1,61.5%,5
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Higher,Spanish,1,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Advanced,Art and Design (Design),10,7,2,0,90.0%,1,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Advanced,Art and Design (Expressive),13,6,6,1,100.0%,0,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Advanced,Biology,14,1,6,2,64.3%,2,78.6%,3
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Advanced,Chemistry,9,1,5,2,88.9%,1,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Advanced,Drama,2,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Advanced,English,7,0,0,4,57.1%,3,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Advanced,Mathematics,14,4,3,2,64.3%,4,92.9%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Advanced,Music,6,4,2,0,100.0%,0,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746132,Graeme High School,Advanced,Physics,6,1,0,1,33.3%,3,83.3%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Administration and IT,10,1,2,1,40.0%,4,80.0%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Applications of Mathematics,125,11,25,20,44.8%,33,71.2%,36
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Art and Design,19,5,6,6,89.5%,1,94.7%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Biology,51,6,9,12,52.9%,9,70.6%,15
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Business Management,47,5,9,15,61.7%,13,89.4%,5
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Chemistry,40,1,4,4,22.5%,17,65.0%,14
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Computing Science,9,0,0,4,44.4%,1,55.6%,4
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Design and Manufacture,27,5,8,7,74.1%,3,85.2%,4
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Drama,15,12,2,1,100.0%,0,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,English,130,18,29,36,63.8%,25,83.1%,22
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,French,2,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Geography,7,0,1,2,42.9%,3,85.7%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,German,8,2,2,3,87.5%,1,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Graphic Communication,12,4,1,5,83.3%,2,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,History,60,9,11,9,48.3%,10,65.0%,21
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Mathematics,77,10,14,23,61.0%,18,84.4%,12
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Modern Studies,58,12,9,18,67.2%,5,75.9%,14
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Music,17,11,6,0,100.0%,0,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Music Technology,14,3,7,2,85.7%,2,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Physical Education,43,18,13,9,93.0%,3,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Physics,33,3,4,3,30.3%,6,48.5%,17
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Practical Cake Craft,3,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Practical Cookery,26,6,9,9,92.3%,1,96.2%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Practical Electronics,14,5,0,4,64.3%,1,71.4%,4
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Practical Woodworking,19,11,3,4,94.7%,1,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,"Religious, Moral and Philosophical Studies",4,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,National 5,Spanish,11,4,0,3,63.6%,3,90.9%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Accounting,1,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Administration and IT,10,0,1,1,20.0%,5,70.0%,3
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Art and Design,3,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Business Management,17,6,4,5,88.2%,1,94.1%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Chemistry,17,4,2,4,58.8%,2,70.6%,5
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Computing Science,4,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Drama,7,4,2,1,100.0%,0,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,English,73,6,19,12,50.7%,24,83.6%,12
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Geography,9,2,5,0,77.8%,0,77.8%,2
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,German,3,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,History,25,3,6,7,64.0%,6,88.0%,3
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Human Biology,19,5,4,3,63.2%,4,84.2%,3
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Mathematics,30,8,3,7,60.0%,4,73.3%,8
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Modern Studies,23,16,1,1,78.3%,2,87.0%,3
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Music,10,4,4,2,100.0%,0,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Music Technology,6,1,3,2,100.0%,0,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Philosophy,1,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Photography,5,2,1,1,80.0%,0,80.0%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Physical Education,21,7,9,4,95.2%,0,95.2%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Physics,13,3,1,2,46.2%,6,92.3%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Politics,9,4,3,1,88.9%,0,88.9%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,"Religious, Moral and Philosophical Studies",10,0,1,1,20.0%,2,40.0%,6
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Higher,Spanish,1,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Advanced,Art and Design (Design),3,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Advanced,Art and Design (Expressive),3,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Advanced,Biology,1,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Advanced,Drama,1,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Advanced,Mathematics,3,[c],[c],[c],[c],[c],[c],[c]
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Advanced,Modern Studies,6,1,1,1,50.0%,2,83.3%,1
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Advanced,Music,6,3,2,1,100.0%,0,100.0%,0
2023,Falkirk,Falkirk Council Education Department,Education Authority - Secondary School,5746639,Grangemouth High School,Advanced,Physical Education,2,[c],[c],[c],[c],[c],[c],[c]
