 Grade breakdown where there are fewer than five entries is not provided and is denoted with [c].,,,,,,,,,,,,,,,
Year,Area,Education_Authority,Centre Type,Centre ,Centre Name,Level,Title,Entries,A,B,C,AC,D,AD,NA
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,National 5,Graphic Communication,18,2,6,4,0.6666666667,4,0.8888888889,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,National 5,History,37,6,6,5,0.4594594595,9,0.7027027027,11
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,National 5,Hospitality: Practical Cake Craft,12,0,4,1,0.4166666667,1,0.5,6
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,National 5,Hospitality: Practical Cookery,23,4,8,7,0.8260869565,3,0.9565217391,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,National 5,Mathematics,107,30,23,25,0.7289719626,17,0.8878504673,12
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,National 5,Media,3,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,National 5,Modern Studies,34,2,6,12,0.5882352941,7,0.7941176471,7
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,National 5,Music,2,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,National 5,Philosophy,6,0,3,1,0.6666666667,2,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,National 5,Physical Education,52,24,20,6,0.9615384615,2,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,National 5,Physics,33,6,8,10,0.7272727273,5,0.8787878788,4
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,National 5,Practical Woodworking,20,6,5,1,0.6,6,0.9,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,National 5,Spanish,3,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Administration and IT,3,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Art and Design,9,2,2,2,0.6666666667,2,0.8888888889,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Biology,32,8,4,11,0.71875,8,0.96875,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Business Management,11,1,2,5,0.7272727273,2,0.9090909091,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Chemistry,35,10,11,8,0.8285714286,2,0.8857142857,4
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Drama,17,2,3,4,0.5294117647,4,0.7647058824,4
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Engineering Science,17,6,2,5,0.7647058824,4,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,English,79,18,22,14,0.6835443038,21,0.9493670886,4
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Fashion and Textile Technology,3,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,French,11,2,3,4,0.8181818182,2,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Geography,13,4,2,6,0.9230769231,0,0.9230769231,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,German,2,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Graphic Communication,12,3,3,3,0.75,2,0.9166666667,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,History,12,1,4,2,0.5833333333,3,0.8333333333,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Mathematics,45,17,10,9,0.8,4,0.8888888889,5
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Media,13,6,1,5,0.9230769231,1,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Modern Studies,15,2,3,1,0.4,3,0.6,6
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Music,6,2,2,2,1,0,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Philosophy,10,0,1,0,0.1,3,0.4,6
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Photography,14,3,7,3,0.9285714286,1,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Physical Education,24,14,6,4,1,0,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Physics,12,6,2,3,0.9166666667,0,0.9166666667,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Politics,3,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Higher,Spanish,3,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Advanced,Art and Design (Expressive),4,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Advanced,Biology,5,1,2,0,0.6,2,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Advanced,Chemistry,10,3,4,2,0.9,0,0.9,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Advanced,Engineering Science,3,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Advanced,English,7,0,0,3,0.4285714286,4,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Advanced,French,5,0,0,1,0.2,1,0.4,3
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Advanced,German,3,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Advanced,Graphic Communication,4,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Advanced,Mathematics,9,4,3,1,0.8888888889,0,0.8888888889,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Advanced,Modern Studies,3,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5222133,Mintlaw Academy,Advanced,Physics,4,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Accounting,29,15,6,4,0.8620689655,3,0.9655172414,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Administration and IT,20,7,7,4,0.9,1,0.95,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Applications of Mathematics,134,26,25,20,0.5298507463,17,0.6567164179,46
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Art and Design,46,6,8,14,0.6086956522,10,0.8260869565,8
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Biology,70,14,15,11,0.5714285714,21,0.8714285714,9
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Business Management,26,14,9,1,0.9230769231,2,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Chemistry,49,12,10,11,0.6734693878,8,0.8367346939,8
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Dance,4,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Drama,12,6,4,1,0.9166666667,1,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Engineering Science,24,5,5,3,0.5416666667,3,0.6666666667,8
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,English,168,31,40,42,0.6726190476,29,0.8452380952,26
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,English for Speakers of Other Languages,8,4,3,1,1,0,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,French,14,2,4,2,0.5714285714,2,0.7142857143,4
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Geography,39,5,7,6,0.4615384615,7,0.641025641,14
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,German,9,1,0,0,0.1111111111,2,0.3333333333,6
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Graphic Communication,9,2,0,3,0.5555555556,2,0.7777777778,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,History,28,6,5,6,0.6071428571,6,0.8214285714,5
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Hospitality: Practical Cookery,15,1,6,6,0.8666666667,0,0.8666666667,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Mathematics,157,20,19,25,0.4076433121,28,0.5859872611,65
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Modern Studies,72,6,13,22,0.5694444444,16,0.7916666667,15
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Music,13,4,3,3,0.7692307692,3,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Music Technology,5,0,1,1,0.4,3,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Physical Education,52,19,15,13,0.9038461538,3,0.9615384615,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Physics,74,10,13,11,0.4594594595,22,0.7567567568,18
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Practical Woodworking,32,8,11,6,0.78125,4,0.90625,3
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,National 5,Spanish,11,4,0,3,0.6363636364,2,0.8181818182,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Accounting,14,6,4,1,0.7857142857,1,0.8571428571,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Administration and IT,17,7,2,3,0.7058823529,1,0.7647058824,4
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Art and Design,15,0,1,2,0.2,2,0.3333333333,10
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Biology,46,10,14,6,0.652173913,9,0.847826087,7
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Business Management,14,5,5,1,0.7857142857,1,0.8571428571,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Chemistry,29,4,10,12,0.8965517241,0,0.8965517241,3
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Dance,9,0,1,3,0.4444444444,4,0.8888888889,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Drama,7,3,0,4,1,0,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Engineering Science,18,1,3,3,0.3888888889,3,0.5555555556,8
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,English,89,9,22,22,0.595505618,22,0.8426966292,14
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,French,8,1,3,1,0.625,2,0.875,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Geography,29,9,4,6,0.6551724138,8,0.9310344828,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,German,1,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Graphic Communication,4,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,History,19,1,2,0,0.1578947368,4,0.3684210526,12
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Mathematics,61,3,9,15,0.4426229508,12,0.6393442623,22
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Modern Studies,27,9,6,9,0.8888888889,1,0.9259259259,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Music,9,1,1,2,0.4444444444,4,0.8888888889,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Photography,23,2,2,6,0.4347826087,8,0.7826086957,5
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Physical Education,27,4,11,6,0.7777777778,4,0.9259259259,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,Physics,32,4,2,3,0.28125,6,0.46875,17
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Higher,"Religious, Moral and Philosophical Studies",14,2,3,5,0.7142857143,1,0.7857142857,3
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Accounting,1,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Art and Design (Design),1,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Art and Design (Expressive),4,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Biology,2,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Business Management,4,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Chemistry,5,0,1,0,0.2,1,0.4,3
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Drama,2,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Engineering Science,2,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,English,11,1,2,4,0.6363636364,1,0.7272727273,3
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,French,1,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,German,1,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,History,2,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Mathematics,5,0,1,1,0.4,1,0.6,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5220734,Peterhead Academy,Advanced,Physics,4,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Administration and IT,1,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Applications of Mathematics,138,45,32,19,0.6956521739,25,0.8768115942,17
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Art and Design,20,3,4,10,0.85,3,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Biology,67,15,11,19,0.671641791,11,0.8358208955,11
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Business Management,14,3,5,3,0.7857142857,2,0.9285714286,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Chemistry,34,10,5,9,0.7058823529,5,0.8529411765,5
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Computing Science,15,5,5,2,0.8,3,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Design and Manufacture,12,1,2,2,0.4166666667,5,0.8333333333,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Drama,18,14,3,1,1,0,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Engineering Science,17,6,4,0,0.5882352941,3,0.7647058824,4
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,English,119,34,47,26,0.8991596639,9,0.974789916,3
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,English for Speakers of Other Languages,1,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,French,30,12,8,5,0.8333333333,2,0.9,3
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Geography,13,4,3,0,0.5384615385,2,0.6923076923,4
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Graphic Communication,13,7,3,2,0.9230769231,1,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Health and Food Technology,22,15,6,0,0.9545454545,0,0.9545454545,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,History,51,21,14,7,0.8235294118,8,0.9803921569,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Hospitality: Practical Cookery,16,2,6,5,0.8125,3,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Mathematics,88,25,24,14,0.7159090909,12,0.8522727273,13
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Media,13,0,1,3,0.3076923077,6,0.7692307692,3
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Modern Studies,28,8,9,7,0.8571428571,4,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Music,20,12,4,4,1,0,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Philosophy,5,0,0,2,0.4,1,0.6,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Physical Education,36,10,6,14,0.8333333333,4,0.9444444444,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Physics,28,8,10,8,0.9285714286,1,0.9642857143,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Practical Metalworking,14,1,1,4,0.4285714286,3,0.6428571429,5
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Practical Woodworking,25,8,4,9,0.84,3,0.96,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,National 5,Spanish,17,7,1,2,0.5882352941,2,0.7058823529,5
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Administration and IT,16,6,2,3,0.6875,3,0.875,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Art and Design,17,2,2,8,0.7058823529,4,0.9411764706,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Biology,44,10,10,13,0.75,8,0.9318181818,3
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Business Management,9,3,0,5,0.8888888889,1,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Chemistry,32,9,6,7,0.6875,5,0.84375,5
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Computing Science,23,5,4,4,0.5652173913,8,0.9130434783,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Design and Manufacture,11,1,1,6,0.7272727273,3,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Drama,17,3,5,7,0.8823529412,2,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Engineering Science,6,4,0,2,1,0,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,English,119,25,25,37,0.731092437,22,0.9159663866,10
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,English for Speakers of Other Languages,1,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,French,9,4,1,3,0.8888888889,1,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Geography,13,2,2,3,0.5384615385,2,0.6923076923,4
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Graphic Communication,11,2,3,4,0.8181818182,2,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Health and Food Technology,14,6,7,1,1,0,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,History,24,8,7,7,0.9166666667,1,0.9583333333,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Human Biology,15,4,3,6,0.8666666667,2,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Mathematics,57,12,15,12,0.6842105263,7,0.8070175439,11
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Media,8,1,2,1,0.5,3,0.875,1
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Modern Studies,28,7,8,6,0.75,4,0.8928571429,3
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Music,17,5,9,2,0.9411764706,1,1,0
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Philosophy,4,[c],[c],[c],[c],[c],[c],[c]
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Physical Education,28,11,4,10,0.8928571429,1,0.9285714286,2
2019,Aberdeenshire,Aberdeenshire Council Education Department,Education Authority - Secondary School,5258030,Portlethen Academy,Higher,Physics,23,5,5,6,0.6956521739,4,0.8695652174,3
