 Grade breakdown where there are fewer than five entries is not provided and is denoted with [c].,,,,,,,,,,,,,,,
Year,Area,Education_Authority,Centre Type,Centre ,Centre Name,Level,Title,Entries,A,B,C,AC,D,AD,NA
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,National 5,Physical Education,30,19,7,1,0.9,3,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,National 5,Physics,91,50,21,9,0.8791208791,6,0.9450549451,5
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,National 5,Practical Woodworking,9,2,4,2,0.8888888889,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,National 5,Spanish,11,11,0,0,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Accounting,15,9,4,2,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Art and Design,24,8,7,6,0.875,3,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Biology,80,34,19,19,0.9,8,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Business Management,62,16,11,18,0.7258064516,8,0.8548387097,9
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Chemistry,77,32,16,16,0.8311688312,7,0.9220779221,6
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Computing Science,23,7,5,4,0.6956521739,4,0.8695652174,3
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Drama,19,5,8,2,0.7894736842,3,0.9473684211,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Economics,16,0,7,6,0.8125,3,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Engineering Science,30,16,5,5,0.8666666667,4,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,English,114,48,29,21,0.8596491228,14,0.9824561404,2
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,English for Speakers of Other Languages,5,0,4,1,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,French,31,17,8,4,0.935483871,1,0.9677419355,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Geography,55,20,16,10,0.8363636364,8,0.9818181818,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Graphic Communication,5,1,2,1,0.8,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,History,40,24,4,9,0.925,2,0.975,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Italian,1,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Mathematics,95,45,22,18,0.8947368421,7,0.9684210526,3
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Modern Studies,48,12,17,8,0.7708333333,6,0.8958333333,5
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Music,22,12,5,2,0.8636363636,2,0.9545454545,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Physical Education,22,9,6,3,0.8181818182,4,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Physics,73,32,17,14,0.8630136986,6,0.9452054795,4
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,"Religious, Moral and Philosophical Studies",19,10,6,2,0.9473684211,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Spanish,7,7,0,0,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Art and Design (Design),2,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Art and Design (Expressive),3,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Biology,10,7,2,0,0.9,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Business Management,3,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Chemistry,20,13,4,0,0.85,2,0.95,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Computing Science,2,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Drama,5,3,1,1,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,English,6,3,2,0,0.8333333333,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,French,4,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Geography,1,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Graphic Communication,1,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,History,5,3,0,2,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Mathematics,28,14,6,5,0.8928571429,0,0.8928571429,3
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Mathematics of Mechanics,1,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Modern Studies,5,2,2,0,0.8,0,0.8,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Music,7,4,1,2,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Physics,17,8,8,0,0.9411764706,0,0.9411764706,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Statistics,1,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Administration and IT,11,3,1,3,0.6363636364,2,0.8181818182,2
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Applications of Mathematics,35,4,6,9,0.5428571429,6,0.7142857143,10
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Art and Design,17,9,4,3,0.9411764706,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Biology,45,5,12,16,0.7333333333,5,0.8444444444,7
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Business Management,9,2,2,3,0.7777777778,2,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Chemistry,31,6,7,2,0.4838709677,6,0.6774193548,10
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Computing Science,13,6,3,1,0.7692307692,3,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Drama,21,11,6,4,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,English,80,22,31,19,0.9,7,0.9875,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,English for Speakers of Other Languages,1,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,French,12,4,2,2,0.6666666667,4,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Geography,8,0,1,0,0.125,3,0.5,4
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Graphic Communication,19,2,4,11,0.8947368421,1,0.9473684211,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,History,10,1,0,1,0.2,3,0.5,5
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Mathematics,74,22,14,12,0.6486486486,11,0.7972972973,15
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Media,5,1,1,1,0.6,1,0.8,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Modern Studies,32,7,9,8,0.75,2,0.8125,6
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Music,19,8,8,1,0.8947368421,2,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Physical Education,44,6,7,13,0.5909090909,11,0.8409090909,7
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Physics,38,10,9,4,0.6052631579,8,0.8157894737,7
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Practical Woodworking,20,10,8,1,0.95,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,"Religious, Moral and Philosophical Studies",9,1,1,1,0.3333333333,3,0.6666666667,3
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Spanish,8,4,0,0,0.5,3,0.875,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Administration and IT,7,1,2,2,0.7142857143,2,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Art and Design,13,8,4,1,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Chemistry,18,3,8,5,0.8888888889,1,0.9444444444,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Computing Science,7,1,5,0,0.8571428571,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Drama,10,1,4,3,0.8,2,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Engineering Science,4,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,English,60,8,8,17,0.55,18,0.85,9
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,French,10,3,2,2,0.7,1,0.8,2
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Geography,7,1,3,2,0.8571428571,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Graphic Communication,8,0,4,3,0.875,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,History,15,3,0,8,0.7333333333,4,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Human Biology,28,7,4,8,0.6785714286,6,0.8928571429,3
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Mathematics,29,9,8,7,0.8275862069,3,0.9310344828,2
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Media,6,1,0,2,0.5,2,0.8333333333,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Modern Studies,24,12,7,2,0.875,3,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Music,14,3,5,5,0.9285714286,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Photography,11,4,5,2,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Physical Education,10,2,2,1,0.5,4,0.9,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Physics,18,4,3,6,0.7222222222,2,0.8333333333,3
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,"Religious, Moral and Philosophical Studies",31,3,8,6,0.5483870968,7,0.7741935484,7
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Spanish,1,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Art and Design (Design),3,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Art and Design (Expressive),3,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Biology,3,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Business Management,1,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Chemistry,3,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Drama,1,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,English,6,1,1,0,0.3333333333,4,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Geography,1,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,History,2,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Mathematics,5,1,0,4,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Modern Studies,11,1,3,7,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Music,6,2,2,2,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Administration and IT,13,4,1,5,0.7692307692,3,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Art and Design,9,5,1,1,0.7777777778,2,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Biology,35,13,3,9,0.7142857143,6,0.8857142857,4
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Business Management,24,3,3,7,0.5416666667,3,0.6666666667,8
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Chemistry,32,14,9,7,0.9375,1,0.96875,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Computing Science,14,3,1,7,0.7857142857,3,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Drama,11,8,0,2,0.9090909091,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,English,85,35,30,14,0.9294117647,6,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,English for Speakers of Other Languages,1,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,French,10,8,2,0,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Geography,18,2,4,5,0.6111111111,4,0.8333333333,3
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,History,41,22,5,6,0.8048780488,3,0.8780487805,5
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Hospitality: Practical Cake Craft,8,0,0,1,0.125,2,0.375,5
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Hospitality: Practical Cookery,10,5,3,2,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Mathematics,73,22,11,9,0.5753424658,13,0.7534246575,18
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Modern Studies,24,13,3,7,0.9583333333,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Music,27,20,6,1,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Physical Education,40,32,4,3,0.975,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Physics,26,9,3,5,0.6538461538,5,0.8461538462,4
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Practical Woodworking,26,10,8,5,0.8846153846,3,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Administration and IT,12,1,2,4,0.5833333333,4,0.9166666667,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Art and Design,10,3,2,4,0.9,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Biology,37,10,9,11,0.8108108108,1,0.8378378378,6
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Business Management,22,5,5,4,0.6363636364,5,0.8636363636,3
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Chemistry,23,9,5,5,0.8260869565,4,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Computing Science,10,0,5,1,0.6,3,0.9,1
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Dance,3,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,English,51,16,18,11,0.8823529412,4,0.9607843137,2
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,French,2,[c],[c],[c],[c],[c],[c],[c]
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Geography,13,4,6,2,0.9230769231,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Graphic Communication,13,2,3,1,0.4615384615,1,0.5384615385,6
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,History,27,9,12,4,0.9259259259,0,0.9259259259,2
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Mathematics,45,6,9,10,0.5555555556,5,0.6666666667,15
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Modern Studies,13,9,2,2,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Music,12,5,5,1,0.9166666667,1,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Photography,10,7,1,2,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Physical Education,15,12,3,0,1,0,1,0
2019,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Physics,19,4,6,3,0.6842105263,6,1,0
