 Grade breakdown where there are fewer than five entries is not provided and is denoted with [c].,,,,,,,,,,,,,,,
Year,Area,Education_Authority,Centre Type,Centre ,Centre Name,Level,Title,Entries,A,B,C,AC,D,AD,NA
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Music Technology,1,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Physical Education,43,15,20,4,90.7%,3,97.7%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Physics,82,40,12,14,80.5%,12,95.1%,4
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,"Religious, Moral and Philosophical Studies",24,6,4,7,70.8%,4,87.5%,3
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Higher,Spanish,10,10,0,0,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Art and Design (Design),7,0,2,4,85.7%,1,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Art and Design (Expressive),11,5,2,4,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Biology,23,5,6,7,78.3%,2,87.0%,3
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Chemistry,30,9,8,8,83.3%,3,93.3%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Computing Science,8,4,2,1,87.5%,1,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Drama,4,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Engineering Science,12,2,1,6,75.0%,1,83.3%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,English,7,4,2,1,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,French,5,5,0,0,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Geography,4,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,History,8,5,2,0,87.5%,0,87.5%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Mathematics,38,16,8,9,86.8%,4,97.4%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Modern Studies,7,4,2,0,85.7%,1,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Music,13,5,5,2,92.3%,1,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Music: Portfolio,1,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Physics,25,5,11,4,80.0%,4,96.0%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5244439,Aberdeen Grammar School,Advanced,Spanish,1,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Administration and IT,2,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Applications of Mathematics,96,49,25,15,92.7%,7,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Art and Design,34,10,11,7,82.4%,5,97.1%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Biology,36,14,11,5,83.3%,6,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Business Management,15,4,3,6,86.7%,2,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Chemistry,37,24,5,6,94.6%,1,97.3%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Computing Science,24,11,5,4,83.3%,3,95.8%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Drama,17,11,4,0,88.2%,2,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,English,119,39,44,22,88.2%,11,97.5%,3
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,French,7,5,2,0,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Geography,13,5,4,2,84.6%,1,92.3%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,German,2,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Graphic Communication,10,3,1,6,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Health and Food Technology,7,3,0,1,57.1%,3,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,History,35,9,11,10,85.7%,3,94.3%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Mathematics,68,34,13,14,89.7%,5,97.1%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Modern Studies,43,23,6,6,81.4%,6,95.3%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Music,17,10,5,1,94.1%,1,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Physical Education,41,29,7,5,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Physics,28,10,6,5,75.0%,6,96.4%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Practical Cookery,52,19,18,10,90.4%,4,98.1%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Practical Woodworking,23,12,8,3,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,"Religious, Moral and Philosophical Studies",15,3,2,7,80.0%,3,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,National 5,Spanish,24,14,5,5,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Accounting,3,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Administration and IT,8,1,3,2,75.0%,0,75.0%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Applications of Mathematics,42,7,11,18,85.7%,3,92.9%,3
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Art and Design,16,2,6,2,62.5%,5,93.8%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Business Management,12,4,3,5,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Chemistry,23,4,4,9,73.9%,2,82.6%,4
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Computing Science,9,4,1,1,66.7%,1,77.8%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Drama,3,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Engineering Science,7,1,1,2,57.1%,1,71.4%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,English,57,14,19,19,91.2%,4,98.2%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,French,2,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Geography,8,4,1,1,75.0%,0,75.0%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Graphic Communication,9,2,0,5,77.8%,2,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Health and Food Technology,6,1,1,2,66.7%,1,83.3%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,History,9,1,2,2,55.6%,3,88.9%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Human Biology,31,6,7,8,67.7%,7,90.3%,3
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Mathematics,26,14,7,1,84.6%,2,92.3%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Modern Studies,34,19,10,4,97.1%,1,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Music,23,11,8,4,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Physical Education,22,6,10,3,86.4%,1,90.9%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Physics,14,3,4,2,64.3%,2,78.6%,3
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,"Religious, Moral and Philosophical Studies",19,5,2,7,73.7%,3,89.5%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Higher,Spanish,5,3,0,2,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Art and Design (Design),1,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Art and Design (Expressive),4,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Biology,6,0,2,2,66.7%,2,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Chemistry,3,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Computing Science,2,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Drama,4,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,English,1,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,French,2,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Geography,4,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Mathematics,13,3,4,3,76.9%,1,84.6%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Modern Studies,6,3,1,0,66.7%,2,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Music,10,4,5,1,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Physics,3,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,"Religious, Moral and Philosophical Studies",3,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5235634,Bridge Of Don Academy,Advanced,Spanish,1,[c],[c],[c],[c],[c],[c],[c]
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Administration and IT,9,4,1,1,66.7%,2,88.9%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Applications of Mathematics,18,3,6,5,77.8%,1,83.3%,3
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Art and Design,22,8,7,5,90.9%,2,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Biology,47,23,8,8,83.0%,6,95.7%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Business Management,37,20,3,7,81.1%,6,97.3%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Chemistry,44,30,6,2,86.4%,5,97.7%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Computing Science,20,11,4,2,85.0%,2,95.0%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,English,132,61,49,17,96.2%,4,99.2%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,French,9,6,1,1,88.9%,1,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Geography,8,6,0,1,87.5%,1,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Health and Food Technology,15,6,6,2,93.3%,1,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,History,56,34,14,7,98.2%,0,98.2%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Mathematics,94,38,18,12,72.3%,16,89.4%,10
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Modern Studies,37,17,8,7,86.5%,3,94.6%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Music,36,36,0,0,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Music Technology,11,9,2,0,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Physical Education,38,28,9,1,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Physics,37,16,7,6,78.4%,4,89.2%,4
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,Practical Cookery,16,6,8,2,100.0%,0,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,National 5,"Religious, Moral and Philosophical Studies",20,13,2,2,85.0%,2,95.0%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Administration and IT,11,2,4,2,72.7%,1,81.8%,2
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Applications of Mathematics,18,3,3,6,66.7%,6,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Art and Design,17,6,5,5,94.1%,1,100.0%,0
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Biology,38,9,6,11,68.4%,8,89.5%,4
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Business Management,18,3,3,9,83.3%,2,94.4%,1
2022,"Aberdeen, City of",Aberdeen City Council Education Department,Education Authority - Secondary School,5234034,Bucksburn Academy,Higher,Chemistry,28,10,12,3,89.3%,3,100.0%,0
