 Grade breakdown where there are fewer than five entries is not provided and is denoted with [c].,,,,,,,,,,,,,,,
Year,Area,Education_Authority,Centre Type,Centre ,Centre Name,Level,Title,Entries,A,B,C,AC,D,AD,NA
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Accounting,12,0,3,3,50.0%,2,66.7%,4
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Administration and IT,14,2,5,2,64.3%,3,85.7%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Applications of Mathematics,17,1,3,5,52.9%,2,64.7%,6
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Art and Design,27,7,9,10,96.3%,1,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Biology,50,9,10,9,56.0%,12,80.0%,10
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Business Management,38,13,11,4,73.7%,5,86.8%,5
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Chemistry,49,14,15,8,75.5%,2,79.6%,10
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Computing Science,14,6,3,2,78.6%,3,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Design and Manufacture,12,1,5,1,58.3%,1,66.7%,4
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Drama,22,7,8,4,86.4%,2,95.5%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Economics,25,8,5,6,76.0%,3,88.0%,3
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Engineering Science,12,2,3,3,66.7%,1,75.0%,3
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,English,190,58,40,40,72.6%,34,90.5%,18
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Fashion and Textile Technology,9,0,4,3,77.8%,2,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,French,9,6,0,2,88.9%,0,88.9%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Geography,48,15,11,5,64.6%,13,91.7%,4
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,German,12,6,2,2,83.3%,0,83.3%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Graphic Communication,12,3,3,2,66.7%,1,75.0%,3
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,History,83,27,20,13,72.3%,8,81.9%,15
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Human Biology,39,13,9,5,69.2%,8,89.7%,4
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Italian,2,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Mandarin (Simplified),1,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Mandarin (Traditional),6,6,0,0,100.0%,0,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Mathematics,91,61,13,6,87.9%,5,93.4%,6
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Media,27,3,8,6,63.0%,6,85.2%,4
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Modern Studies,73,29,16,9,74.0%,6,82.2%,13
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Music,36,23,12,1,100.0%,0,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Music Technology,9,4,1,3,88.9%,0,88.9%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Photography,17,8,7,2,100.0%,0,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Physical Education,37,8,12,14,91.9%,3,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Physics,35,9,15,6,85.7%,1,88.6%,4
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Politics,21,5,6,5,76.2%,2,85.7%,3
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,"Religious, Moral and Philosophical Studies",19,11,4,0,78.9%,3,94.7%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Higher,Spanish,19,10,2,4,84.2%,2,94.7%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Art and Design (Design),9,7,2,0,100.0%,0,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Art and Design (Expressive),9,3,3,3,100.0%,0,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Biology,16,5,5,1,68.8%,5,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Business Management,11,2,2,1,45.5%,3,72.7%,3
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Chemistry,14,3,2,2,50.0%,3,71.4%,4
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Computing Science,9,0,1,5,66.7%,2,88.9%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Design and Manufacture,4,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Drama,9,2,1,0,33.3%,0,33.3%,6
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Economics,5,1,1,2,80.0%,1,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,English,18,3,4,6,72.2%,4,94.4%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Geography,10,4,2,4,100.0%,0,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Graphic Communication,2,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,History,30,8,8,4,66.7%,6,86.7%,4
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Mathematics,31,10,5,10,80.6%,3,90.3%,3
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Mathematics of Mechanics,10,5,1,0,60.0%,0,60.0%,4
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Modern Studies,20,5,4,5,70.0%,3,85.0%,3
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Music,13,6,5,2,100.0%,0,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Physical Education,12,0,6,1,58.3%,5,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Physics,13,3,6,0,69.2%,1,76.9%,3
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,"Religious, Moral and Philosophical Studies",4,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532639,Firrhill High School,Advanced,Statistics,5,4,0,0,80.0%,1,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Accounting,6,4,0,1,83.3%,0,83.3%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Administration and IT,24,6,8,7,87.5%,1,91.7%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Applications of Mathematics,101,17,14,15,45.5%,16,61.4%,39
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Art and Design,21,1,6,5,57.1%,7,90.5%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Biology,57,7,10,10,47.4%,12,68.4%,18
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Business Management,42,12,11,6,69.0%,10,92.9%,3
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Chemistry,26,10,2,2,53.8%,6,76.9%,6
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Computing Science,26,8,5,1,53.8%,4,69.2%,8
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Dance,7,3,2,1,85.7%,0,85.7%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Drama,24,8,8,5,87.5%,3,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,English,118,22,31,37,76.3%,22,94.9%,6
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Geography,20,1,3,3,35.0%,2,45.0%,11
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Graphic Communication,14,4,2,3,64.3%,4,92.9%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,History,16,5,2,1,50.0%,3,68.8%,5
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Mandarin (Traditional),1,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Mathematics,78,13,13,13,50.0%,11,64.1%,28
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Modern Studies,32,7,2,6,46.9%,9,75.0%,8
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Music,10,3,3,2,80.0%,1,90.0%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Physical Education,40,23,10,6,97.5%,1,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Physics,29,5,3,5,44.8%,7,69.0%,9
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Practical Cake Craft,21,2,5,6,61.9%,4,81.0%,4
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Practical Cookery,43,8,16,11,81.4%,6,95.3%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Practical Woodworking,29,8,13,8,100.0%,0,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,National 5,Spanish,10,5,0,0,50.0%,1,60.0%,4
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Accounting,9,2,3,0,55.6%,2,77.8%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Administration and IT,24,5,8,5,75.0%,3,87.5%,3
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Art and Design,7,0,0,2,28.6%,3,71.4%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Biology,35,8,6,7,60.0%,11,91.4%,3
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Business Management,17,3,4,3,58.8%,5,88.2%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Cantonese,1,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Chemistry,14,2,3,3,57.1%,6,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Computing Science,7,0,0,3,42.9%,1,57.1%,3
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Dance,5,1,2,0,60.0%,0,60.0%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Drama,7,0,1,2,42.9%,3,85.7%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,English,72,4,16,23,59.7%,13,77.8%,16
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,French,1,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Geography,24,0,1,8,37.5%,4,54.2%,11
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Graphic Communication,3,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,History,26,2,5,6,50.0%,6,73.1%,7
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Mathematics,29,1,5,4,34.5%,9,65.5%,10
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Modern Studies,18,4,7,2,72.2%,3,88.9%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Music,4,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Photography,2,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Physical Education,16,4,7,4,93.8%,0,93.8%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Physics,14,2,4,4,71.4%,3,92.9%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Higher,Spanish,3,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Advanced,Art and Design (Expressive),1,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Advanced,Computing Science,4,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Advanced,English,8,2,3,3,100.0%,0,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Advanced,Modern Studies,5,0,2,2,80.0%,1,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532736,Forrester High School,Advanced,Music,3,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Administration and IT,9,2,1,3,66.7%,3,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Art and Design,25,3,12,8,92.0%,2,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Biology,35,9,7,5,60.0%,9,85.7%,5
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Business Management,8,2,3,2,87.5%,0,87.5%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Chemistry,16,10,0,3,81.3%,1,87.5%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Computing Science,23,14,4,4,95.7%,1,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Dance,6,2,0,2,66.7%,2,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Drama,9,4,2,3,100.0%,0,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,English,101,19,24,25,67.3%,17,84.2%,16
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,French,8,3,2,1,75.0%,1,87.5%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Geography,14,1,6,4,78.6%,3,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Graphic Communication,9,3,3,0,66.7%,3,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Health and Food Technology,4,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,History,12,0,1,3,33.3%,3,58.3%,5
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Mathematics,42,27,5,3,83.3%,3,90.5%,4
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Modern Studies,31,3,2,6,35.5%,7,58.1%,13
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Music,13,3,3,4,76.9%,3,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Physical Education,23,7,12,4,100.0%,0,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Physics,17,7,2,4,76.5%,3,94.1%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Practical Cookery,12,8,3,1,100.0%,0,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Practical Woodworking,20,6,8,0,70.0%,4,90.0%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,National 5,Spanish,2,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Art and Design,10,2,3,3,80.0%,2,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Biology,20,8,4,4,80.0%,3,95.0%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Chemistry,14,2,1,2,35.7%,7,85.7%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Computing Science,12,6,3,0,75.0%,3,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Dance,4,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,English,64,5,10,18,51.6%,23,87.5%,8
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,English for Speakers of Other Languages,11,2,5,2,81.8%,0,81.8%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,French,2,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Geography,19,2,1,5,42.1%,4,63.2%,7
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Graphic Communication,5,1,2,0,60.0%,1,80.0%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Health and Food Technology,6,0,2,3,83.3%,1,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,History,8,0,3,1,50.0%,3,87.5%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Mandarin (Traditional),2,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Mathematics,18,13,0,1,77.8%,1,83.3%,3
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Modern Studies,12,1,1,4,50.0%,4,83.3%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Music,2,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Photography,5,0,3,1,80.0%,0,80.0%,1
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Physical Education,7,2,1,3,85.7%,1,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Physics,10,4,4,0,80.0%,2,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Higher,Spanish,4,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Advanced,Biology,2,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Advanced,Chemistry,2,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Advanced,English,3,[c],[c],[c],[c],[c],[c],[c]
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5532930,Gracemount High School,Advanced,Mathematics,6,2,0,0,33.3%,2,66.7%,2
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5533031,Holy Rood High School,National 5,Administration and IT,38,5,12,11,73.7%,6,89.5%,4
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5533031,Holy Rood High School,National 5,Applications of Mathematics,14,0,0,2,14.3%,2,28.6%,10
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5533031,Holy Rood High School,National 5,Art and Design,30,12,10,7,96.7%,1,100.0%,0
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5533031,Holy Rood High School,National 5,Biology,89,16,22,21,66.3%,16,84.3%,14
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5533031,Holy Rood High School,National 5,Business Management,68,15,15,15,66.2%,18,92.6%,5
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5533031,Holy Rood High School,National 5,Chemistry,74,20,17,17,73.0%,11,87.8%,9
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5533031,Holy Rood High School,National 5,Dance,11,0,2,1,27.3%,4,63.6%,4
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5533031,Holy Rood High School,National 5,Design and Manufacture,42,3,6,8,40.5%,13,71.4%,12
2024,"Edinburgh, City of",The City of Edinburgh Council Education Department,Education Authority - Secondary School,5533031,Holy Rood High School,National 5,Drama,25,18,5,1,96.0%,1,100.0%,0
